,text,tag
340,"odette is found dead , leaving harry frantically trying to dispose of the corpse and cover his tracks .",neg
341,why introduce the theme of faith vs . science if the crewman who could comment on it disappears early only to die _offscreen_ ?,neg
342,"although leachman is best known for comedies like "" young frankenstein "" and "" the mary tyler moore show , "" her performance here reminded me of the considerable dramatic talent she displayed in "" the last picture show . """,neg
343,had she dressed like princess leia it would have been better .,neg
344,someone framed for a crime in the way shown would be judged innocent after minimal forensic detective work .,neg
345,whatever .,neg
346,"van damme plays counter-terrorist operative jack quinn , who teams up with arms dealer yaz ( rodman ) to rub out deadly gangster stavros ( mickey rourke , all beefy and weird-looking ) in an antwerp amusement park . the job is botched when stavros' son gets killed in the gunfire , and quinn is taken off to an island known as "" the colony "" -- a think tank for soldiers "" too valuable to kill "" but "" too dangerous to set free . """,neg
347,the few jokes that do work are wasted .,neg
348,"mel gibson , that hollywood zombie , decided he didn't like the ending and had another director reshoot it .",neg
349,- five buddies go on a stag outing to las vegas while cameron diaz works through the logistics of her upcoming wedding to one of them .,neg
350,"the ad campaign uses two things to sell this movie : the hot , young cast and the old standby , sex .",neg
351,it's too slow .,neg
352,"in 1993 , van damme worked with hong kong's premier hardcore action director , john woo , on a fairly lame movie called hard target .",pos
353,( though the media are suspiciously absent from the institutions that are referenced . ),neg
354,the inconsistency and uncertain believability unfortunately also raise other questions .,neg
355,"the "" big "" stars of go pretty much drown the project of any originality .",neg
356,"in the rage : carrie 2 , robert mandel's terminally bland sequel to carrie , there isn't a single original moment .",neg
357,jet li's high risk is a rip-off of die hard -- not the other way around .,neg
358,"so when his best friend mike ( gallagher ) , the narrator of the film , gets a chance to sleep with his girlfriend--who cares ?",neg
359,scenes pile up like a car wreck with little or no explanation or exposition .,neg
360,why do batman & robin take 10 minutes to bicker before leaving the batcave in response to an emergency ?,neg
361,their crotch-biting pooch provides a couple of the big laughs here .,neg
362,""" why aren't these characters being developed before their adventures ? """,neg
363,"once every 5 , 000 years , the planets align .",neg
364,"steven is a skeptic , believing the whole thing to be the result of mass hysteria .",neg
365,most of the scenes just couldn't possibly be funny .,neg
366,"jokes and funny characters almost deliberately delude you from the really important and complex issues : alienation , despair , terror , confusion , loneliness .",neg
367,"the only reason it doesn't drop below a "" c "" grade is because of the fine supporting performances .",neg
368,"and as for making chow shoot like a cop , well that's damned unforgiveable .",neg
369,"you've got mail is a timely romance for this impersonal , computer-driven decade .",pos
370,"the puppeteering is phenomenal--observe the scenes in which jen plays his flute , or the landwalker chase--but i must stress that any thoughts of strings and hands and remote controls all but vanish in the opening moments of the picture , a delicately-narrated ( by john baddeley ) , absorbing prologue .",pos
371,spawn's translation of the comic book suffers the most at the storyline level .,neg
372,the days of breathless are no more .,neg
373,""" the whole nine yards "" is also offensive in so much as its three central female characters are portrayed as nothing more than sex objects .",neg
374,"brace yourself for one of those painfully obvious "" surprise endings . """,neg
375,"and , in addition , wincott s physical appearance and mannerisms , in the film , actually reminded my of an arrogant friend i use to have , who is no longer on my good list .",neg
376,"as for acting , it's acceptable , but hardly anything else .",neg
377,"as the prince of darkness , he's suave and confident .",neg
378,"there are no earthworms , but there are some decidedly strange david lynch touches .",neg
379,.,neg
380,"martin landau has a great cameo as a classic , hard-nosed wrestling trainer named sal that whips the king back into shape to regain his throne .",neg
381,"i must say , matthew broderick does not stroll through inspector gadget as he did godzilla .",neg
382,"there is even a sequence where a rover is traveling through a canyon , and i couldn't help but whisper "" u'tinni "" to myself and wait for a jawa to quickly hide in the rocks before the rover could get a glimpse of it .",neg
383,"basically we get to see marty as an old man , his house , his family , etc . we also go back to an alternate 1985 , and then back again to 1955 , with everything happening so fast the film never stops to catch a breath .",pos
384,the movie opens in characteristic fashion as one recruit after another knocks on webb's office door and enters .,neg
